Users,Bandwidth,Latency,SignalStrength,PacketLoss,Throughput,Jitter,EnergyConsumption,HandoverRate,MobilitySpeed,EdgeServerLoad,NetworkSlice,Congestion
3905,1760,5.63,97,0.88,1597.06,5.14,39.93,6.83,105,11,eMBB,Low
5528,1042,75.75,95,10.54,764.75,31.19,113.54,6.7,68,94,eMBB,High
5850,1037,45.49,74,4.59,591.78,17.98,69.27,10.2,113,15,eMBB,Medium
5140,962,49.71,78,10.01,559.27,26.21,72.85,11.95,20,45,URLLC,High
3956,859,58.2,58,9.42,360.21,27.37,79.12,6.1,151,41,eMBB,High
3235,950,41.32,85,6.04,685.98,21.23,74.04,4.14,101,54,mMTC,Medium
1024,595,26.95,92,4.57,500.95,9.58,62.57,2.23,130,51,eMBB,Low
6134,1017,60.02,67,3.69,507.09,16.36,101.06,0.06,94,62,URLLC,Medium
4689,1500,48.55,50,5.91,595.84,18.84,52.57,6.11,104,18,mMTC,Medium
1646,945,28.76,56,9.16,447.65,21.42,94.67,6.67,124,84,URLLC,High
6165,185,91.54,91,11.18,5.0,32.99,113.74,9.9,1,84,URLLC,High
1194,1188,6.98,96,5.22,1061.02,11.96,59.47,6.05,65,58,eMBB,Low
2511,293,29.46,64,6.9,113.96,14.72,49.07,11.0,112,11,eMBB,Medium
2717,1224,53.82,57,10.3,569.87,24.7,99.96,7.54,169,76,URLLC,High
6021,1235,48.27,66,5.32,628.44,17.23,73.54,10.08,161,20,mMTC,Medium
862,929,6.42,91,3.99,795.73,11.73,65.21,1.78,41,59,URLLC,Low
2423,276,31.78,43,9.02,49.18,26.14,54.19,10.26,19,44,URLLC,High
4245,98,66.26,65,6.75,5.0,24.38,62.49,8.1,96,24,URLLC,High
2875,721,59.79,43,7.13,219.73,22.41,109.74,2.04,67,84,URLLC,High
5101,1115,65.31,47,5.04,374.51,20.64,86.6,2.28,172,40,eMBB,Medium
4759,1184,59.59,92,8.81,890.33,26.37,94.96,11.12,74,71,URLLC,High
4978,409,87.15,37,7.08,17.95,30.66,74.77,0.39,124,37,mMTC,High
3255,945,52.2,69,6.88,533.29,18.66,60.05,5.55,169,34,eMBB,Medium
4070,853,70.1,55,10.5,326.35,32.86,107.19,3.76,46,93,URLLC,High
2140,471,19.3,98,6.78,382.0,12.15,44.88,7.98,4,34,eMBB,Medium
6027,716,77.43,86,11.58,405.66,32.66,109.17,10.08,48,84,URLLC,High
683,386,51.56,68,5.24,233.94,18.18,93.08,4.32,123,92,eMBB,High
5515,1370,36.23,69,4.05,775.52,14.23,53.43,5.12,36,10,URLLC,Low
4431,1550,49.02,49,12.03,572.59,29.27,94.28,11.78,161,68,mMTC,High
2203,1544,42.14,40,12.77,496.8,29.64,93.01,9.41,145,78,eMBB,High
2042,974,42.83,66,12.33,525.74,28.75,87.32,10.77,18,83,URLLC,High
4555,731,41.32,86,5.37,486.65,13.53,75.33,5.27,39,51,mMTC,Medium
6126,920,63.03,62,4.8,394.43,20.66,82.59,2.81,16,43,mMTC,Medium
209,1105,9.07,98,6.1,1022.63,13.63,72.89,4.94,98,75,eMBB,Low
291,599,7.68,53,0.81,308.05,5.44,37.89,8.59,92,27,eMBB,Low
1003,1754,5.12,49,4.72,800.58,12.64,86.3,1.31,41,86,eMBB,Low
5312,715,42.27,40,4.86,141.62,16.69,62.29,3.25,122,14,mMTC,Medium
961,1412,5.0,72,0.0,992.62,3.72,49.4,0.56,106,29,mMTC,Low
1183,819,23.72,60,5.77,438.2,14.11,75.63,5.19,71,75,URLLC,Medium
749,1625,10.22,85,8.64,1263.08,13.63,87.22,9.93,64,84,mMTC,Medium
4234,548,68.28,87,6.89,343.54,25.93,88.63,0.3,108,71,URLLC,High
3711,291,49.51,90,7.13,153.56,22.51,66.31,8.1,52,41,URLLC,High
736,1215,5.0,93,6.36,1051.66,11.71,75.75,11.19,134,67,eMBB,Medium
1136,1111,6.86,92,4.47,955.65,8.71,62.28,2.84,132,59,mMTC,Low
4231,883,42.51,47,10.04,274.51,25.68,77.9,8.32,23,47,eMBB,High
2248,556,36.59,77,8.16,342.81,19.78,70.61,11.7,27,64,mMTC,High
3965,953,32.11,85,11.92,630.46,26.93,68.92,11.55,61,37,mMTC,High
3257,539,61.88,53,7.46,186.49,21.98,91.98,2.82,16,83,URLLC,High
3687,332,81.61,55,9.59,75.83,29.37,106.9,1.2,19,95,eMBB,High
3394,1629,29.75,58,6.84,806.12,14.34,104.03,1.78,2,90,eMBB,Medium
5557,831,56.61,60,6.1,334.33,25.05,79.99,8.42,164,31,eMBB,High
6179,1541,60.42,79,7.45,987.34,23.69,94.66,8.71,142,52,eMBB,Medium
4361,1060,63.93,62,10.8,489.03,32.28,114.81,8.09,50,92,eMBB,High
2530,933,63.01,63,5.29,498.63,18.14,104.17,4.03,175,90,mMTC,High
1979,1764,11.56,51,4.0,820.18,8.52,62.14,2.04,135,45,URLLC,Low
4066,315,82.33,78,5.7,132.38,25.61,94.69,6.97,140,61,eMBB,High
3813,1409,21.27,95,3.97,1198.94,13.52,76.22,5.8,175,45,eMBB,Low
4226,557,53.02,59,6.52,205.12,19.42,64.03,8.75,2,37,eMBB,High
4206,758,75.45,36,11.08,142.53,31.61,105.5,5.3,72,87,URLLC,High
2111,1123,21.89,83,1.05,871.16,4.14,87.1,4.06,158,67,URLLC,Low
3473,295,39.23,60,1.85,87.45,9.97,77.9,3.52,104,45,mMTC,Medium
2243,934,35.78,61,4.71,491.3,12.41,92.32,2.54,117,79,URLLC,Medium
2600,214,51.27,52,4.43,42.17,13.89,46.77,3.19,153,18,mMTC,Medium
6435,984,62.93,88,2.99,683.47,16.93,70.66,1.14,33,30,mMTC,Low
4681,1232,66.3,35,10.04,278.1,30.34,106.24,4.16,136,73,eMBB,High
1389,489,34.89,95,4.01,414.3,10.82,89.06,0.44,61,85,mMTC,Medium
1547,1525,17.91,37,4.85,502.77,10.12,80.24,2.24,119,70,eMBB,Medium
3299,1397,27.85,75,5.06,921.09,13.42,71.36,8.96,114,49,mMTC,Medium
6481,1349,59.88,71,6.1,747.08,24.56,100.23,3.91,12,65,eMBB,Medium
2043,1659,5.0,85,2.9,1325.0,0.5,34.89,8.02,68,13,mMTC,Low
6159,165,81.89,49,5.99,5.0,25.81,92.94,8.6,168,40,mMTC,High
3283,635,46.31,42,5.31,172.82,18.72,66.5,6.97,76,36,mMTC,Medium
6047,1478,70.05,72,11.92,807.28,31.45,106.25,11.5,0,67,mMTC,High
5665,1549,45.55,90,1.82,1231.33,10.59,68.82,0.26,88,34,eMBB,Low
5562,457,71.6,81,9.74,201.07,30.11,112.2,8.86,46,78,eMBB,High
3316,1493,25.26,44,9.64,521.25,20.88,92.15,11.51,3,79,eMBB,High
3236,1760,10.83,83,1.8,1357.99,8.41,46.02,10.35,179,14,eMBB,Low
3418,1154,14.41,75,0.0,780.05,2.8,45.11,2.01,9,17,URLLC,Low
2882,321,39.8,64,2.65,128.85,13.39,48.07,3.92,27,18,eMBB,Low
1090,1397,6.2,39,4.02,499.33,8.85,43.49,2.07,120,24,mMTC,Low
5020,999,40.26,65,4.89,497.39,16.95,60.94,7.22,125,16,URLLC,Medium
5658,1666,57.72,86,11.0,1159.97,27.53,111.82,8.55,133,81,mMTC,High
2253,345,26.46,57,1.11,138.51,7.05,42.4,3.8,154,24,eMBB,Low
6424,1223,66.54,82,7.25,781.67,24.17,90.3,6.47,139,46,mMTC,High
6427,791,79.8,74,10.06,375.59,30.03,119.37,8.29,61,92,mMTC,High
325,1351,17.4,40,3.91,514.67,11.63,67.59,5.06,179,48,URLLC,Medium
876,149,26.41,72,6.81,79.29,12.3,40.48,10.25,175,15,URLLC,Medium
2937,136,73.53,75,11.21,19.05,34.99,100.18,9.26,66,92,mMTC,High
5308,1485,52.86,61,2.54,753.98,9.4,100.02,0.78,173,66,eMBB,Low
787,118,42.42,91,8.58,80.03,21.91,84.94,7.45,73,90,URLLC,High
629,880,5.0,51,0.73,430.34,4.02,44.88,2.82,94,28,eMBB,Low
3542,1546,40.93,81,4.91,1112.47,13.34,96.38,6.69,142,72,eMBB,Medium
5167,1121,54.05,47,8.06,362.31,24.28,90.74,11.48,35,40,eMBB,High
5131,811,80.86,45,16.13,187.62,42.61,116.4,10.55,141,84,eMBB,High
5618,904,81.28,58,11.53,333.49,34.88,121.06,4.85,111,88,eMBB,High
2253,835,30.71,38,0.07,260.79,4.95,56.38,3.5,130,19,eMBB,Low
1394,431,32.82,80,4.67,296.53,12.92,84.31,2.81,112,76,mMTC,Medium
6194,1401,67.4,52,8.85,519.94,24.04,106.82,6.39,109,71,URLLC,High
1626,362,17.7,77,0.0,238.09,2.98,35.13,1.37,113,12,mMTC,Low
4874,1689,34.34,67,3.71,974.79,14.32,66.92,6.59,66,27,eMBB,Low
2996,189,44.97,44,3.88,5.57,13.78,62.78,0.02,125,34,eMBB,Medium
3203,1096,34.79,93,4.18,903.7,12.56,56.69,3.89,85,29,URLLC,Low
2540,1283,15.31,65,5.69,730.91,15.61,82.77,2.64,18,67,eMBB,Medium
4235,623,88.17,62,14.45,233.87,40.11,113.54,11.65,68,95,eMBB,High
3902,104,66.71,94,9.4,5.0,28.69,83.99,8.73,9,59,URLLC,High
5301,922,77.61,37,9.12,182.69,30.55,120.63,4.2,160,88,eMBB,High
944,870,5.0,89,0.0,750.7,0.57,36.93,1.11,140,19,URLLC,Low
5939,817,73.14,48,4.47,229.08,22.13,75.82,6.2,127,30,URLLC,High
6444,136,78.17,92,3.08,5.0,21.29,74.15,2.56,98,38,eMBB,Medium
546,259,13.91,49,3.51,109.55,10.28,40.93,6.44,178,19,eMBB,Low
4015,311,63.75,36,6.55,5.47,24.64,64.64,10.02,31,22,mMTC,High
3209,422,46.49,58,5.82,152.66,14.1,80.43,7.39,111,56,URLLC,High
1334,556,5.0,98,2.79,498.86,3.3,35.02,7.61,23,32,eMBB,Low
5546,655,65.79,58,9.56,210.98,27.07,94.1,6.49,34,59,mMTC,High
326,534,5.0,61,5.86,301.68,9.27,23.86,11.13,82,13,eMBB,Medium
4243,1335,50.67,71,9.26,768.63,23.42,103.4,11.18,69,76,URLLC,High
3059,368,67.25,73,9.65,170.56,30.29,110.23,6.15,167,94,mMTC,High
5658,1316,63.88,97,3.47,1098.16,17.61,88.22,3.67,108,62,eMBB,Low
1930,337,36.19,60,2.2,150.24,9.98,41.76,5.52,171,11,eMBB,Low
3879,609,61.82,99,2.84,491.67,15.5,96.73,2.24,98,77,eMBB,Medium
286,766,24.95,38,9.05,261.98,19.08,74.76,7.64,32,74,eMBB,High
6467,1008,87.64,63,9.92,420.87,32.16,118.24,6.0,55,88,eMBB,High
2977,308,63.33,35,5.97,28.01,24.32,99.77,1.24,163,66,URLLC,High
2635,1329,33.39,84,6.1,993.74,12.85,92.42,2.37,146,79,eMBB,Medium
2032,675,37.68,45,2.89,245.63,14.24,49.68,5.76,170,16,URLLC,Medium
3024,514,31.03,93,6.91,374.89,21.92,46.08,10.65,11,28,mMTC,Medium
948,961,5.64,96,7.37,842.2,16.08,57.79,6.8,10,53,mMTC,Medium
2132,1100,36.12,70,6.57,674.54,15.69,83.66,8.18,69,72,URLLC,High
1352,481,39.27,90,3.06,388.06,11.3,81.57,4.07,139,74,eMBB,Medium
5609,701,67.84,55,5.94,226.24,24.38,82.15,6.86,40,48,URLLC,High
5174,167,108.61,47,12.28,5.0,39.93,126.72,5.37,152,92,URLLC,High
5808,663,54.22,43,10.32,115.37,26.29,86.56,7.91,105,35,eMBB,High
5212,1645,49.47,45,6.97,566.95,20.55,82.23,0.61,2,53,eMBB,Medium
6431,1787,45.97,35,6.86,428.92,17.69,65.96,5.92,2,21,mMTC,Medium
1981,388,18.37,90,3.35,289.93,8.74,59.81,3.55,83,31,eMBB,Low
369,985,39.35,65,7.6,590.48,17.59,84.96,3.91,155,86,eMBB,High
1730,422,8.66,71,7.14,238.54,15.14,43.54,11.53,150,23,eMBB,Medium
4505,515,88.97,81,8.7,274.28,29.12,125.59,2.19,175,95,eMBB,High
3303,256,53.89,81,3.07,119.48,15.02,73.4,3.73,169,39,mMTC,Medium
6239,218,82.12,92,10.16,27.6,31.16,82.38,6.12,106,53,URLLC,High
1674,273,62.32,70,13.83,127.23,35.49,105.46,10.36,167,93,mMTC,High
5291,1289,59.62,66,4.94,683.44,20.77,85.3,5.0,133,47,eMBB,Medium
2992,1321,10.17,98,7.39,1140.06,14.97,78.94,8.93,19,68,eMBB,Medium
1795,1267,27.06,76,9.88,838.76,20.27,72.01,10.28,138,51,URLLC,High
3358,1264,32.27,82,5.23,907.36,13.57,80.47,3.72,95,61,eMBB,Low
3362,1022,59.52,64,7.14,531.11,27.57,92.19,4.71,123,72,eMBB,High
1545,604,49.91,55,9.23,268.02,26.57,83.08,4.28,154,70,mMTC,High
6363,1704,37.69,94,7.32,1344.98,18.83,78.9,9.99,20,43,eMBB,Medium
319,1145,7.46,47,0.95,525.91,1.81,59.71,0.53,113,48,URLLC,Low
152,994,5.0,35,2.2,337.72,1.76,60.61,3.7,12,50,eMBB,Low
1857,289,43.66,99,1.5,236.11,12.67,60.02,8.15,85,46,eMBB,Low
5670,820,64.3,67,12.01,352.66,30.57,104.83,6.79,34,74,eMBB,High
1766,941,32.49,72,5.85,600.34,17.9,94.84,5.24,46,88,mMTC,Medium
5456,1378,42.38,59,7.62,624.99,22.24,87.33,6.48,155,41,mMTC,Medium
2885,1033,25.09,60,0.2,546.64,7.56,51.42,2.37,148,17,mMTC,Low
819,1382,5.0,93,2.18,1241.44,6.12,37.93,5.17,145,27,URLLC,Low
505,1354,5.0,67,5.34,854.19,9.56,65.79,6.02,158,54,eMBB,Low
2394,1413,29.0,75,5.47,951.59,14.55,54.69,10.81,124,42,URLLC,Medium
171,912,5.0,64,2.43,567.59,5.08,34.13,3.13,109,14,URLLC,Low
6049,219,92.98,91,12.09,27.99,36.75,124.1,10.41,36,91,mMTC,High
6428,871,76.65,83,10.86,496.8,29.01,117.57,7.73,20,83,eMBB,High
2153,625,20.14,82,3.53,443.6,5.32,62.71,0.24,13,45,URLLC,Low
1329,1096,26.47,83,6.58,826.57,17.47,45.82,8.7,90,32,eMBB,Medium
1667,1633,5.0,81,0.72,1273.12,1.76,57.43,0.43,59,49,eMBB,Low
3782,136,49.88,90,10.17,17.48,28.19,42.23,11.97,123,14,URLLC,High
3053,191,58.6,99,7.91,100.3,23.24,63.97,10.47,22,43,URLLC,High
4582,84,78.37,46,6.19,5.0,24.63,68.87,3.57,110,33,eMBB,High
5987,1513,52.11,40,4.11,434.8,18.23,74.58,3.09,123,26,eMBB,Medium
798,1517,5.0,99,2.4,1451.84,8.09,83.6,4.58,156,80,URLLC,Low
5396,1285,90.48,59,7.64,574.98,28.64,123.85,4.27,174,90,mMTC,High
926,1116,10.42,35,2.77,358.43,4.58,46.67,4.47,29,31,mMTC,Low
6018,1442,35.11,66,1.52,789.21,11.33,63.86,3.82,114,24,mMTC,Low
448,1362,5.0,37,4.16,475.27,7.4,38.96,7.45,89,24,mMTC,Low
5474,169,55.54,83,4.45,5.0,16.59,73.23,1.97,37,34,eMBB,Medium
4008,695,36.79,53,8.53,241.97,20.32,87.66,10.15,82,62,URLLC,High
407,970,5.0,94,4.92,864.24,7.83,31.01,9.75,26,30,eMBB,Low
3516,777,59.24,63,7.4,371.42,24.79,100.51,5.72,103,75,eMBB,High
5346,1353,51.38,84,11.91,890.07,26.82,76.85,10.23,115,41,mMTC,High
6156,1358,48.17,36,6.87,306.99,20.55,76.05,2.97,14,30,eMBB,Medium
2434,1691,25.65,90,2.59,1428.2,9.52,82.66,0.21,2,77,mMTC,Low
4961,977,62.14,51,8.83,337.58,25.0,84.49,7.43,9,53,URLLC,High
4920,1050,69.45,94,6.46,810.87,26.66,121.91,5.49,119,92,URLLC,High
2909,1211,42.36,70,7.49,722.06,22.15,96.54,6.81,144,75,URLLC,High
5815,747,59.08,95,6.22,527.49,20.3,61.35,10.79,127,23,mMTC,Medium
3658,673,33.83,51,9.0,226.04,21.18,52.04,11.64,10,24,URLLC,High
4578,668,42.05,83,3.85,422.2,15.9,65.81,7.61,175,29,URLLC,Medium
3577,564,43.75,94,9.39,399.25,24.0,70.05,9.17,132,43,eMBB,High
4720,1061,55.4,54,3.93,436.18,19.46,82.88,1.01,68,45,URLLC,Medium
2786,1051,55.81,84,4.92,776.99,19.54,101.51,1.93,63,92,eMBB,Medium
3085,1361,20.39,37,5.76,402.27,13.97,47.13,8.8,13,18,URLLC,Medium
375,718,24.73,77,7.4,509.39,17.52,68.53,5.18,49,80,URLLC,High
2647,1076,37.02,91,5.02,872.02,21.5,67.11,5.35,153,39,URLLC,Medium
2864,361,62.78,84,7.52,212.64,22.05,96.78,3.7,71,86,eMBB,High
436,1065,10.93,84,7.51,827.71,12.55,72.57,7.29,68,72,eMBB,Medium
2073,1191,32.92,71,4.44,762.5,12.99,64.84,2.22,134,44,URLLC,Low
3079,1307,22.71,80,5.42,921.4,16.11,47.7,7.52,126,22,eMBB,Low
4676,95,92.65,76,7.64,5.0,24.74,107.11,2.09,15,88,eMBB,High
4068,1254,35.54,49,3.24,496.17,8.1,81.27,0.77,77,55,eMBB,Low
1010,1015,14.38,67,4.2,631.0,8.93,78.55,3.96,100,65,mMTC,Low
2096,333,20.52,45,1.38,95.73,10.28,33.43,2.77,55,18,URLLC,Low
3229,1291,33.6,54,8.52,566.92,20.58,68.28,10.67,104,45,eMBB,High
5547,408,77.36,58,2.88,92.29,16.5,59.18,0.66,131,12,eMBB,Low
6229,623,49.33,98,4.81,430.34,18.7,74.35,2.12,47,28,eMBB,Low
5950,862,58.83,99,4.71,671.13,21.92,75.05,6.58,16,37,mMTC,Medium
4304,1076,33.79,51,3.45,425.38,10.67,62.25,5.77,110,32,URLLC,Medium
3857,1500,35.35,95,1.12,1315.28,9.18,50.23,0.55,163,16,eMBB,Low
427,1620,5.0,49,3.71,758.58,7.52,89.02,0.09,69,85,eMBB,Low
1899,1562,5.0,85,4.5,1230.44,9.69,50.45,11.86,79,23,eMBB,Low
414,1433,8.69,61,7.31,810.53,13.07,60.41,7.91,92,55,URLLC,Medium
3645,924,27.46,95,1.83,773.29,9.31,44.78,4.38,37,24,mMTC,Low
1234,1272,11.34,92,7.66,1064.69,16.74,81.45,5.65,100,76,eMBB,Medium
2846,1796,5.0,65,0.0,1096.25,2.33,49.35,3.2,61,24,eMBB,Low
4976,445,88.99,46,7.41,67.66,25.37,98.19,4.14,120,60,eMBB,High
1620,1281,5.0,80,3.37,955.52,3.76,36.83,7.79,47,17,mMTC,Low
255,734,26.77,65,11.69,424.25,23.31,75.86,10.59,9,78,eMBB,High
5692,1465,67.48,66,5.2,782.7,21.52,104.89,2.21,35,71,mMTC,Medium
1824,839,23.87,66,8.68,468.09,20.17,83.37,10.08,156,60,URLLC,High
3443,718,32.74,87,1.94,528.49,7.08,84.8,1.46,3,72,eMBB,Low
986,1143,8.6,95,4.84,1017.4,10.42,71.37,2.58,43,77,eMBB,Low
3173,1003,44.42,80,3.77,697.87,16.3,101.04,0.45,55,87,eMBB,Medium
2905,495,30.04,41,3.5,124.41,12.69,47.43,1.69,41,25,URLLC,Medium
821,1458,30.51,38,12.6,475.34,25.99,93.93,11.01,113,93,mMTC,High
1012,334,30.72,86,0.9,259.79,6.32,43.86,5.51,140,33,URLLC,Low
3457,1246,23.24,65,0.88,717.54,3.08,46.59,0.93,173,15,URLLC,Low
970,789,24.05,70,8.29,489.9,21.9,80.89,11.52,160,66,eMBB,High
4208,656,47.98,88,8.49,431.24,24.02,65.88,10.55,20,40,mMTC,High
597,979,5.0,88,2.13,831.3,1.3,29.75,9.06,78,15,mMTC,Low
1856,90,62.26,51,11.49,5.0,33.19,98.86,11.2,68,88,eMBB,High
6481,1723,46.37,64,5.76,887.76,19.46,82.22,2.64,69,38,mMTC,Medium
1217,105,50.6,56,12.24,22.38,32.3,86.52,10.04,66,76,URLLC,High
3509,1036,41.5,77,7.32,661.33,18.8,97.43,8.28,47,84,URLLC,High
2928,500,40.74,61,9.39,207.93,22.46,45.18,10.44,160,12,URLLC,High
5390,1766,31.9,71,2.6,1091.94,8.54,70.34,9.56,35,37,mMTC,Low
6200,1324,73.48,80,8.3,830.94,31.57,125.6,4.16,160,83,URLLC,High
1747,575,43.73,69,6.24,332.44,17.48,73.27,9.29,158,57,eMBB,High
5786,1340,78.06,38,9.73,323.26,28.68,129.15,3.15,148,89,eMBB,High
3083,316,27.49,60,2.34,108.83,7.63,43.47,3.94,26,19,mMTC,Low
5686,1088,49.1,53,2.13,424.25,11.81,86.29,1.29,71,42,eMBB,Low
242,298,18.28,79,7.79,214.09,19.65,78.86,11.22,100,76,eMBB,High
5420,1590,65.89,60,6.27,768.65,23.07,103.97,3.49,95,78,eMBB,High
2861,540,44.97,56,5.17,217.85,19.35,51.61,6.25,127,21,eMBB,Medium
3535,742,40.26,92,7.01,554.39,19.73,82.69,4.7,25,66,URLLC,High
4760,714,47.44,97,11.8,505.48,28.24,79.37,11.52,65,53,mMTC,High
2531,1247,5.0,62,1.62,699.43,1.57,55.83,4.02,139,22,eMBB,Low
5911,1069,27.79,99,5.88,858.68,18.19,64.17,9.34,21,33,eMBB,Low
4612,268,67.5,78,11.33,74.0,33.39,77.72,10.26,16,53,eMBB,High
1948,334,21.61,77,4.61,198.6,13.89,70.15,5.23,6,66,mMTC,Medium
2796,147,31.96,71,2.06,32.68,11.11,55.68,4.54,106,25,URLLC,Low
1817,695,14.81,100,7.53,605.96,14.05,40.14,8.97,67,30,eMBB,Medium
5586,415,97.53,51,13.43,48.31,40.92,112.42,10.95,127,85,mMTC,High
3172,750,43.88,74,8.54,436.2,24.59,79.68,9.06,36,60,mMTC,High
1167,900,5.0,72,0.0,618.83,2.79,41.66,2.73,37,30,mMTC,Low
2886,953,35.9,95,7.78,774.5,20.0,88.03,10.66,95,69,mMTC,High
6062,1512,59.41,43,10.38,442.37,32.29,107.36,4.65,138,60,eMBB,High
5317,379,46.87,95,5.62,210.26,19.06,62.33,6.91,0,30,mMTC,Medium
3891,1705,18.67,50,5.7,714.73,15.69,49.17,9.98,152,15,URLLC,Medium
1388,436,31.5,36,8.43,111.23,20.4,84.87,2.26,41,82,mMTC,High
3971,335,69.82,77,7.63,142.27,24.8,93.64,9.41,179,74,URLLC,High
1906,1087,37.58,76,7.53,726.63,21.5,95.31,7.15,151,85,mMTC,High
6383,432,78.81,91,14.24,186.89,39.86,99.44,10.72,62,67,URLLC,High
1604,1624,20.08,64,4.97,956.21,12.76,92.82,2.06,80,87,eMBB,Low
3408,603,34.67,47,3.75,189.35,10.92,45.85,5.05,7,15,URLLC,Medium
5212,1029,83.85,53,13.79,352.4,40.56,118.31,9.99,172,74,mMTC,High
5148,835,93.17,41,10.47,183.78,32.98,123.59,0.23,26,95,mMTC,High
3051,1797,5.0,43,0.05,696.11,2.54,68.38,1.35,51,43,eMBB,Low
171,363,23.38,88,9.38,290.2,17.96,61.46,11.89,145,65,eMBB,High
1790,1415,33.12,95,8.12,1208.54,18.07,89.14,3.36,90,84,eMBB,Medium
5487,178,53.56,36,7.48,5.0,22.94,63.98,11.71,85,12,URLLC,High
1444,276,16.69,84,1.8,192.26,7.22,59.7,2.19,15,51,mMTC,Low
6350,561,82.9,65,8.28,180.74,29.43,104.16,4.33,65,71,eMBB,High
3403,957,33.92,67,6.54,521.17,16.17,41.07,9.03,4,15,URLLC,Medium
3213,1329,9.62,45,2.04,507.56,7.43,48.22,7.89,81,15,mMTC,Low
982,694,42.33,67,2.86,429.35,12.76,78.32,6.97,130,72,URLLC,Medium
4334,697,52.94,41,6.69,161.49,21.29,65.67,6.36,117,29,URLLC,High
2762,1468,5.0,65,7.47,825.75,13.28,46.18,10.12,80,30,URLLC,Medium
1604,447,33.06,82,0.82,323.94,5.9,26.96,2.82,69,11,URLLC,Low
2563,649,45.9,81,5.33,438.27,19.58,82.36,5.31,114,65,eMBB,Medium
2653,669,17.44,87,0.12,515.12,2.06,42.48,1.87,6,19,URLLC,Low
832,1178,24.79,53,10.49,548.96,25.69,82.59,7.15,49,79,URLLC,High
1848,1145,24.14,40,2.32,402.95,6.64,61.18,3.01,141,32,mMTC,Low
4024,501,72.25,83,6.2,293.75,24.19,71.32,4.01,165,39,URLLC,High
523,915,40.29,84,5.53,720.11,16.79,82.65,5.66,110,87,mMTC,Medium
3578,1284,25.78,46,0.82,497.15,5.81,71.15,0.32,46,46,eMBB,Low
1691,624,55.5,57,6.41,294.41,22.25,80.05,1.1,111,64,URLLC,High
4585,150,70.39,88,11.05,5.22,33.03,88.28,8.23,160,58,eMBB,High
4537,1671,27.17,93,5.22,1373.0,14.84,67.99,5.15,42,43,eMBB,Low
5141,1208,42.11,70,5.28,679.87,14.43,81.12,10.38,90,53,URLLC,Medium
4809,1303,47.49,37,6.74,334.81,17.66,65.04,8.34,28,31,mMTC,High
592,1204,5.0,92,0.26,1090.48,0.5,47.27,0.1,127,40,eMBB,Low
291,847,5.0,89,2.74,729.34,5.07,26.14,7.4,132,16,eMBB,Low
598,386,19.94,91,0.0,336.31,7.82,35.52,1.12,95,30,mMTC,Low
5017,1689,46.12,51,5.11,699.28,16.89,74.01,9.37,116,25,eMBB,Medium
5931,1786,47.93,73,6.97,1079.78,24.68,73.88,11.9,69,29,URLLC,Medium
1356,456,17.66,89,4.54,356.59,10.83,72.27,6.37,129,52,URLLC,Medium
2068,734,41.2,79,3.97,508.98,14.48,60.36,8.19,69,53,URLLC,Medium
4422,757,62.94,35,7.5,137.84,25.27,91.83,2.85,109,56,eMBB,High
5590,478,88.93,55,6.77,108.32,26.93,74.1,5.25,170,28,eMBB,High
2286,300,56.63,55,8.15,96.64,24.5,77.34,10.27,131,57,mMTC,High
916,1698,10.44,86,4.32,1384.81,5.82,93.73,2.01,55,88,URLLC,Low
3320,261,65.5,77,4.56,110.33,17.76,88.52,3.19,88,78,eMBB,High
1573,386,20.27,86,2.43,285.91,4.42,37.63,5.35,136,20,mMTC,Low
1186,601,37.65,78,6.19,414.95,18.75,89.66,8.55,130,88,eMBB,High
4299,1499,30.62,66,1.45,869.91,5.25,72.74,4.51,175,38,URLLC,Low
1974,1093,31.57,44,8.57,397.22,23.07,67.82,11.13,170,54,eMBB,High
970,83,50.82,98,3.26,54.88,15.4,83.75,1.13,99,77,mMTC,Medium
4863,942,46.41,62,5.9,433.75,20.3,87.44,4.45,128,45,eMBB,Medium
2142,927,35.14,87,6.93,706.37,16.81,71.14,8.51,56,57,eMBB,Medium
372,883,5.0,85,3.98,716.36,5.42,31.03,2.71,143,24,eMBB,Low
1129,1384,7.57,87,4.71,1128.59,8.67,60.34,7.88,50,53,eMBB,Low
3318,294,79.3,38,2.55,26.4,20.74,103.16,1.97,111,76,mMTC,High
6427,1051,96.13,51,4.64,354.61,29.42,123.55,0.67,103,83,mMTC,High
4169,1713,31.55,81,0.73,1274.86,7.94,78.6,1.45,126,49,eMBB,Low
1151,1523,17.56,90,15.06,1169.9,26.13,98.45,11.16,54,95,eMBB,High
4133,180,54.75,57,5.72,5.0,17.64,51.52,6.62,0,23,URLLC,High
1673,1042,24.28,52,10.65,451.93,19.5,83.17,9.56,89,72,mMTC,High
3290,1624,43.59,35,9.79,439.78,24.23,115.79,3.99,155,90,URLLC,High
4488,652,71.08,69,8.37,306.3,26.47,115.72,7.11,52,94,eMBB,High
3897,1412,35.07,98,2.53,1257.16,10.34,83.46,5.94,72,60,eMBB,Low
3389,737,74.26,92,12.91,520.37,33.17,105.18,11.35,107,88,URLLC,High
6420,1018,78.67,93,6.02,738.75,22.05,108.51,8.97,149,67,eMBB,High
3847,1613,33.71,35,8.25,429.56,20.28,54.97,8.77,7,24,URLLC,High
